4.4,1.38,16.77,3.82,0.9,36.7,24.18,Manuka,4037.16,1.0,976.69
5.74,1.48,20.78,4.21,0.79,42.84,32.25,Manuka,3101.44,1.0,976.69
7.8,1.85,21.28,3.34,0.86,21.15,31.7,Acacia,2443.13,0.8,431.91
6.09,1.67,13.62,5.73,0.82,27.17,21.57,Acacia,4798.93,0.95,514.58
7.63,1.24,24.39,3.51,0.74,25.61,41.03,Rosemary,8783.25,0.8,601.58
4.25,1.86,17.31,4.6,0.84,45.61,37.04,Chestnut,7613.05,1.0,966.61
8.61,1.21,18.76,6.9,0.77,23.8,29.92,Heather,4383.42,0.66,612.96
3.13,1.42,13.2,6.49,0.78,43.49,32.57,Clover,5632.09,0.9,190.42
5.25,1.21,14.72,3.64,0.81,22.69,24.97,Eucalyptus,5491.93,1.0,694.53
8.92,1.31,15.81,3.18,0.87,44.94,33.16,Blueberry,2584.48,0.82,777.84
5.76,1.64,21.54,6.16,0.88,31.89,31.79,Acacia,3479.75,0.99,539.06
7.85,1.43,15.0,3.34,0.78,45.65,41.08,Alfalfa,3743.66,1.0,432.62
9.01,1.8,23.82,7.21,0.75,46.86,38.55,Buckwheat,6514.52,0.66,452.92
6.62,1.72,15.09,6.81,0.79,31.71,23.74,Borage,6049.78,0.97,720.3
6.3,1.82,18.15,4.93,0.81,20.08,26.43,Sunflower,8802.51,1.0,885.99
2.03,1.64,23.8,6.04,0.74,32.99,42.35,Buckwheat,7576.98,0.66,449.49
6.71,1.66,15.1,6.54,0.85,46.05,29.28,Wildflower,4252.11,0.97,312.83
3.82,1.43,20.93,3.61,0.75,23.49,30.02,Eucalyptus,3949.16,1.0,694.53
1.1,1.63,21.19,3.56,0.83,37.3,25.16,Orange Blossom,1992.6,0.82,204.84
5.36,1.73,19.43,6.0,0.75,40.05,26.5,Borage,2839.69,0.97,724.03
6.79,1.54,14.07,2.55,0.76,49.62,30.29,Tupelo,4412.98,0.97,910.13
2.16,1.75,17.42,3.47,0.73,40.09,20.22,Alfalfa,7629.52,1.0,432.62
7.95,1.45,21.32,7.01,0.71,24.07,43.81,Thyme,8784.55,0.88,803.42
5.38,1.71,23.02,5.82,0.9,46.89,23.61,Orange Blossom,5172.76,0.95,238.05
8.31,1.84,17.94,4.64,0.84,36.11,36.66,Manuka,3149.15,1.0,976.69
9.06,1.66,17.12,3.8,0.84,37.47,35.47,Clover,3493.1,1.0,211.13
3.1,1.48,12.61,5.77,0.88,21.13,24.35,Sage,7559.7,0.64,589.79
6.89,1.31,21.42,3.95,0.71,22.36,30.55,Manuka,7260.41,1.0,976.69
8.34,1.38,24.82,7.35,0.76,38.11,26.0,Heather,4946.05,0.92,853.98
2.21,1.38,15.11,6.38,0.71,33.6,31.54,Heather,5411.48,0.92,853.98
9.3,1.55,16.33,5.58,0.85,38.44,42.96,Clover,7936.92,0.66,138.65
1.28,1.54,17.39,4.8,0.71,28.18,35.46,Clover,6187.16,1.0,211.13
7.65,1.28,17.53,3.01,0.73,29.28,44.11,Avocado,6411.36,1.0,976.69
7.71,1.57,15.9,3.83,0.82,29.18,44.91,Clover,6018.98,0.8,168.23
8.62,1.27,20.71,5.75,0.83,26.27,27.39,Orange Blossom,3799.58,0.66,166.35
9.03,1.51,19.93,4.96,0.76,20.82,35.43,Buckwheat,9629.71,0.8,544.01
6.91,1.55,13.29,4.16,0.89,24.98,33.6,Tupelo,2801.81,1.0,936.38
7.24,1.65,19.7,4.66,0.89,46.67,41.39,Rosemary,6790.19,0.8,601.58
9.42,1.42,15.08,5.86,0.76,23.75,21.11,Thyme,9202.65,0.88,803.42
4.66,1.75,20.75,3.22,0.85,35.83,34.32,Manuka,3070.85,0.84,822.23
9.95,1.25,19.15,4.48,0.89,29.47,31.9,Blueberry,7684.97,0.82,777.84
8.45,1.74,16.02,5.49,0.81,36.52,25.7,Acacia,2795.91,0.68,370.46
9.24,1.27,20.7,5.77,0.74,23.38,29.45,Clover,6680.15,0.66,139.71
4.05,1.45,21.9,3.52,0.85,37.55,43.72,Orange Blossom,2542.63,1.0,251.38
3.38,1.24,24.06,7.13,0.76,35.84,41.48,Sunflower,3415.37,0.66,581.85
7.02,1.73,16.31,5.48,0.72,31.95,41.82,Heather,6510.57,0.97,895.7
2.57,1.56,14.14,5.71,0.84,23.29,29.34,Sunflower,1935.37,0.64,562.35
6.14,1.61,14.68,7.27,0.81,31.27,25.83,Avocado,3707.87,0.99,968.87
8.38,1.68,22.4,4.13,0.79,22.4,38.98,Wildflower,5166.02,0.82,264.51
7.88,1.57,18.39,5.38,0.72,27.35,32.33,Alfalfa,6593.87,0.66,286.27
5.36,1.23,20.95,3.12,0.79,42.86,32.19,Thyme,5946.32,1.0,916.22
4.21,1.72,17.86,4.18,0.75,35.37,25.01,Rosemary,6000.65,1.0,754.98
2.38,1.61,17.12,3.33,0.73,29.76,20.86,Eucalyptus,6389.97,1.0,694.53
9.77,1.47,24.99,3.71,0.83,49.75,29.65,Chestnut,6057.6,0.82,794.4
9.64,1.42,17.63,2.56,0.78,31.46,37.73,Alfalfa,2284.1,1.0,432.62
9.9,1.76,14.18,5.39,0.81,42.9,28.77,Sunflower,3274.15,0.66,586.28
8.71,1.47,16.41,5.57,0.86,22.46,28.38,Sage,7718.08,0.66,612.96
5.8,1.61,13.11,7.21,0.72,49.48,35.3,Heather,8040.13,0.97,900.34
2.9,1.35,24.09,3.82,0.77,21.77,32.87,Heather,4123.66,0.82,761.27
4.94,1.51,19.86,4.92,0.75,24.73,27.9,Lavender,4888.99,1.0,603.85
2.56,1.85,22.02,6.14,0.76,26.27,43.02,Rosemary,8258.51,0.64,480.71
4.27,1.82,23.18,3.67,0.89,40.01,40.23,Orange Blossom,9375.27,0.8,200.31
2.92,1.78,24.55,3.18,0.81,26.09,33.17,Clover,8228.36,0.82,173.51
1.76,1.34,22.17,5.75,0.77,30.96,24.65,Heather,3436.56,0.66,608.32
6.17,1.58,16.8,7.13,0.9,48.29,44.9,Sage,6039.81,1.0,926.3
6.35,1.58,17.85,5.18,0.87,43.68,30.38,Wildflower,1559.37,1.0,321.85
5.6,1.63,21.45,5.18,0.81,25.27,21.68,Heather,8133.62,0.95,877.16
6.28,1.36,16.78,6.56,0.87,49.54,21.76,Eucalyptus,2834.76,0.95,657.68
8.64,1.62,13.01,6.7,0.72,41.48,22.06,Chestnut,7349.51,0.64,615.46
4.66,1.51,12.77,6.85,0.77,21.27,28.79,Rosemary,5835.13,0.66,499.59
2.85,1.77,19.08,4.74,0.79,35.91,33.97,Sage,6223.35,0.84,779.81
3.66,1.68,12.68,6.94,0.76,31.17,29.66,Sunflower,7714.58,0.68,604.01
3.33,1.73,17.29,4.07,0.73,40.45,38.15,Chestnut,7160.69,1.0,966.61
2.35,1.8,14.65,6.15,0.76,29.97,44.85,Avocado,5779.55,0.64,621.87
4.74,1.28,19.84,3.44,0.71,27.95,24.49,Heather,8144.04,0.8,738.09
5.59,1.79,14.75,5.76,0.73,37.56,31.0,Blueberry,7409.09,0.99,938.88
6.3,1.37,16.61,4.69,0.71,25.05,27.7,Manuka,8431.97,1.0,976.69
2.88,1.39,12.67,6.36,0.79,39.84,20.38,Sage,6560.68,0.9,830.8
6.62,1.71,21.99,4.28,0.73,31.27,32.09,Eucalyptus,7631.34,1.0,694.53
6.71,1.27,17.56,6.27,0.77,25.92,38.13,Alfalfa,8856.01,1.0,432.62
3.32,1.77,15.52,3.69,0.87,24.21,31.4,Clover,3429.4,0.82,173.51
9.96,1.25,19.45,6.18,0.77,44.22,27.27,Borage,5366.08,0.66,492.92
1.91,1.32,14.97,5.08,0.73,24.12,39.55,Chestnut,5567.03,0.66,639.64
1.26,1.28,19.81,3.35,0.87,24.28,23.15,Sage,2868.71,0.8,738.09
9.53,1.55,24.45,2.8,0.71,25.86,26.47,Tupelo,5718.36,0.66,619.63
2.77,1.6,14.92,6.26,0.85,30.08,41.74,Manuka,7722.18,0.66,641.42
2.5,1.45,22.81,3.34,0.86,44.29,36.91,Wildflower,6067.68,1.0,321.85
5.44,1.53,19.39,4.41,0.79,46.69,39.68,Chestnut,3201.21,1.0,966.61
5.48,1.81,20.76,7.28,0.84,42.13,20.79,Manuka,2700.46,0.95,924.88
2.44,1.69,23.37,2.81,0.82,27.66,27.15,Lavender,9757.17,0.64,383.27
5.32,1.85,19.05,3.75,0.9,49.53,30.76,Wildflower,8014.94,1.0,321.85
5.24,1.35,19.89,3.51,0.84,36.54,23.12,Chestnut,9952.9,1.0,966.61
9.62,1.5,22.33,6.79,0.83,40.18,26.34,Rosemary,4754.14,0.66,499.59
7.19,1.83,21.29,3.02,0.79,45.15,38.15,Sunflower,6716.63,1.0,885.99
4.66,1.32,12.26,4.03,0.72,31.58,28.55,Chestnut,6123.45,0.84,813.75
6.97,1.8,13.57,4.09,0.71,28.67,36.97,Heather,7562.58,1.0,926.3
2.85,1.61,21.74,6.71,0.75,28.11,22.14,Sunflower,2204.95,0.61,540.18
2.17,1.78,20.58,3.62,0.88,36.75,20.59,Avocado,5191.33,0.82,797.8
4.14,1.31,19.46,4.05,0.8,22.48,29.92,Lavender,9485.61,0.82,496.27
2.48,1.47,17.15,4.78,0.84,48.79,40.72,Borage,9682.45,0.98,729.99
7.99,1.57,19.16,3.16,0.84,48.21,30.72,Manuka,8989.45,0.82,802.69
9.67,1.66,24.76,4.35,0.78,29.72,20.57,Manuka,8899.93,0.8,778.25
9.24,1.3,20.1,2.6,0.81,24.51,24.41,Acacia,5296.92,0.64,345.99
6.77,1.31,22.43,5.9,0.87,46.07,35.84,Thyme,6489.26,0.97,890.54
6.94,1.47,16.21,7.02,0.85,33.77,23.26,Clover,3312.63,0.97,204.15
2.12,1.83,20.62,7.16,0.9,39.06,28.67,Clover,4466.65,0.68,143.93
8.78,1.26,15.38,7.28,0.71,24.24,25.01,Wildflower,6755.67,0.66,212.98
9.02,1.72,12.41,4.72,0.7,38.33,35.31,Manuka,6214.66,0.84,822.23
1.58,1.44,13.38,5.16,0.85,44.41,23.53,Heather,7742.95,0.88,812.26
1.66,1.81,22.06,4.11,0.87,48.01,28.98,Blueberry,6439.57,0.82,777.84
8.36,1.32,16.73,4.06,0.77,47.67,33.55,Rosemary,6427.38,0.82,620.47
4.01,1.73,13.64,3.38,0.82,23.38,32.7,Chestnut,2700.39,0.82,794.4
4.26,1.43,14.87,7.14,0.72,32.47,35.14,Sunflower,5972.06,0.92,816.81
3.17,1.34,14.59,4.54,0.82,20.35,24.93,Sage,7610.58,0.8,738.09
1.88,1.3,18.52,3.77,0.74,23.39,43.7,Alfalfa,8014.63,0.8,344.72
2.32,1.84,18.91,4.18,0.83,33.84,39.33,Acacia,6749.3,0.84,457.47
9.31,1.82,21.89,6.82,0.71,34.53,27.67,Acacia,6326.32,0.68,370.46
5.81,1.64,23.31,3.4,0.77,48.55,28.47,Rosemary,5420.74,1.0,754.98
5.02,1.36,21.26,3.89,0.84,49.57,44.53,Blueberry,8234.64,1.0,946.46
1.93,1.39,14.12,7.43,0.77,35.69,44.92,Rosemary,4281.7,0.9,677.14
4.43,1.24,19.34,5.18,0.74,44.74,22.37,Manuka,9263.59,0.64,621.87
9.37,1.58,18.6,7.5,0.8,24.31,30.79,Clover,6573.71,0.66,139.71
2.56,1.55,20.05,2.89,0.74,48.13,41.56,Wildflower,4148.86,0.64,204.93
8.55,1.57,23.5,3.25,0.77,34.91,44.27,Clover,2624.24,0.82,172.46
5.57,1.52,20.05,6.94,0.76,32.04,36.45,Manuka,4985.98,0.99,968.87
9.02,1.31,21.21,5.11,0.89,22.59,36.44,Heather,2505.35,0.66,612.96
8.96,1.31,16.34,3.45,0.82,49.65,44.56,Sage,7117.11,0.8,738.09
4.02,1.62,15.36,7.37,0.77,40.4,22.28,Chestnut,6279.8,0.64,615.46
4.83,1.84,16.29,6.51,0.8,22.67,31.16,Eucalyptus,7491.28,0.97,675.06
9.75,1.36,19.35,5.92,0.74,35.31,40.96,Wildflower,3248.42,0.66,211.37
3.9,1.79,16.14,4.1,0.82,24.26,42.18,Eucalyptus,1908.26,0.77,534.64
1.46,1.37,15.28,4.32,0.86,42.88,38.36,Sage,7885.31,1.0,926.3
6.07,1.79,20.88,7.49,0.73,20.02,38.56,Orange Blossom,3523.45,0.97,244.34
5.1,1.61,24.29,5.22,0.85,44.06,26.17,Tupelo,8536.93,0.97,910.13
2.79,1.69,20.48,6.04,0.9,27.41,38.98,Sunflower,7731.19,0.66,586.28
4.27,1.58,21.04,3.13,0.74,28.15,28.59,Sunflower,5277.75,0.82,728.14
5.58,1.52,17.03,6.51,0.89,23.06,32.18,Thyme,6810.88,1.0,916.22
7.05,1.45,22.94,2.97,0.87,26.89,26.21,Thyme,8932.97,0.97,890.54
7.35,1.71,24.45,2.69,0.74,40.05,31.69,Blueberry,6338.14,0.66,626.3
1.63,1.68,20.42,3.57,0.88,22.75,44.89,Manuka,2156.05,0.77,751.86
6.24,1.83,17.31,6.61,0.79,48.56,41.89,Borage,8958.33,1.0,744.91
9.84,1.29,16.33,5.36,0.83,32.53,20.35,Chestnut,3103.09,0.66,634.8
2.68,1.76,20.38,5.56,0.72,21.65,20.36,Acacia,8094.62,0.64,345.99
4.5,1.68,19.7,7.2,0.7,49.44,35.24,Blueberry,8773.31,0.66,626.3
3.17,1.21,19.04,5.28,0.75,48.65,44.32,Eucalyptus,4499.43,0.64,442.21
9.28,1.37,12.71,4.13,0.87,21.55,24.16,Borage,3765.56,1.0,744.91
1.35,1.69,18.0,3.74,0.71,36.94,42.36,Thyme,6460.98,1.0,916.22
6.27,1.75,15.63,4.47,0.84,25.2,25.69,Borage,6372.27,1.0,744.91
4.79,1.79,18.3,3.9,0.85,29.26,20.82,Sunflower,6646.94,0.8,705.97
4.36,1.56,22.49,5.27,0.86,41.43,20.32,Clover,4994.82,0.64,134.43
8.78,1.24,17.45,7.33,0.84,42.11,34.97,Borage,6719.62,0.87,649.47
7.49,1.67,14.0,3.68,0.8,20.52,39.63,Tupelo,8603.79,0.82,769.55
2.96,1.46,22.41,4.72,0.82,22.72,33.38,Acacia,4262.98,0.82,446.59
5.88,1.27,12.37,3.48,0.84,42.81,39.99,Heather,2311.12,1.0,926.3
9.41,1.47,16.49,6.72,0.73,49.32,20.35,Avocado,8657.26,0.64,621.87
4.62,1.48,19.71,5.43,0.8,39.65,22.63,Rosemary,1630.52,0.63,475.42
2.01,1.66,21.52,6.94,0.84,44.53,42.11,Eucalyptus,9835.17,0.61,423.45
4.07,1.35,14.05,6.96,0.82,20.39,38.92,Buckwheat,2749.27,0.66,452.92
6.89,1.64,21.77,3.6,0.79,20.97,29.05,Blueberry,7125.61,1.0,946.46
6.25,1.58,13.72,3.49,0.73,29.14,33.58,Wildflower,8487.73,1.0,321.85
4.69,1.59,23.78,6.57,0.86,46.15,36.38,Tupelo,8362.72,0.66,619.63
5.41,1.58,18.88,5.3,0.72,30.73,35.08,Sunflower,5091.02,0.99,878.89
8.19,1.73,15.79,5.47,0.73,49.55,21.94,Acacia,7559.93,0.64,345.99
2.17,1.62,14.08,4.12,0.9,21.74,26.83,Acacia,9211.21,0.82,446.59
1.87,1.63,24.8,6.63,0.75,49.01,25.9,Clover,1748.82,0.64,134.0
2.6,1.48,14.01,4.55,0.79,23.01,20.24,Avocado,3478.53,0.8,778.25
3.15,1.44,15.05,6.39,0.8,33.37,40.02,Sunflower,4548.01,0.9,794.64
9.3,1.42,24.24,3.52,0.71,24.41,21.8,Alfalfa,9195.52,1.0,432.62
2.87,1.35,15.27,6.66,0.87,32.45,34.43,Chestnut,4136.44,0.68,658.98
4.48,1.36,21.65,3.42,0.76,35.66,20.75,Wildflower,3892.64,0.82,262.9
4.48,1.34,24.64,2.82,0.8,22.52,30.49,Chestnut,9250.52,0.66,639.64
7.33,1.49,19.25,5.13,0.73,20.88,40.68,Borage,5513.06,0.64,474.29
8.48,1.81,14.14,6.43,0.82,39.83,30.96,Avocado,3289.11,0.68,665.85
9.54,1.81,14.75,5.14,0.83,49.5,24.11,Sunflower,4188.76,0.64,564.12
2.46,1.21,22.74,2.52,0.75,44.25,21.06,Avocado,9756.92,0.61,595.49
9.66,1.24,18.6,2.77,0.78,38.47,32.05,Tupelo,5410.03,0.68,638.37
7.8,1.84,14.05,4.57,0.81,38.54,41.41,Alfalfa,1551.77,0.79,341.69
8.53,1.56,23.64,5.99,0.71,46.44,24.49,Sage,7117.28,0.64,589.79
7.18,1.86,20.72,3.98,0.81,37.26,20.32,Lavender,8794.87,1.0,603.85
2.68,1.47,14.12,5.94,0.89,20.04,44.26,Borage,9508.81,0.61,454.17
3.8,1.46,22.41,4.22,0.72,33.36,43.65,Heather,4185.2,0.82,756.63
7.8,1.85,24.7,4.47,0.7,44.69,30.05,Eucalyptus,7424.61,0.82,570.79
1.78,1.32,12.73,4.42,0.8,34.57,44.44,Tupelo,4643.96,0.82,764.87
6.49,1.39,15.85,3.23,0.71,36.86,20.58,Chestnut,7739.5,1.0,966.61
9.25,1.42,17.71,5.1,0.8,37.56,43.89,Wildflower,5202.03,1.0,321.85
4.02,1.51,14.57,6.57,0.88,30.19,39.98,Heather,3170.48,0.68,631.49
6.8,1.77,19.8,3.76,0.79,28.84,30.16,Blueberry,3009.55,1.0,946.46
3.53,1.41,24.43,3.95,0.75,46.06,34.41,Tupelo,8152.64,1.0,936.38
8.51,1.53,21.69,6.71,0.9,27.91,23.67,Thyme,2858.61,0.64,583.37
8.25,1.49,22.02,6.98,0.88,38.86,35.73,Borage,7634.78,0.68,507.83
8.98,1.49,23.69,4.71,0.81,24.18,31.44,Blueberry,3339.14,0.82,777.84
4.64,1.67,24.93,7.0,0.82,28.56,39.35,Sunflower,5872.1,0.66,586.28
3.98,1.31,19.68,4.25,0.74,44.27,24.96,Avocado,3006.53,0.8,778.25
9.44,1.38,21.14,7.09,0.74,44.8,39.04,Acacia,8699.73,0.9,490.1
8.22,1.45,23.93,3.18,0.86,31.37,27.34,Wildflower,7092.2,1.0,321.85
3.57,1.81,18.33,5.89,0.8,23.66,35.49,Sunflower,6052.04,0.66,586.28
3.11,1.72,22.92,5.98,0.9,40.4,34.88,Orange Blossom,4283.47,0.66,166.35
2.52,1.3,23.19,5.85,0.86,37.93,44.85,Orange Blossom,8158.79,0.66,165.09
9.11,1.32,14.63,5.25,0.89,23.19,32.83,Avocado,6842.35,0.66,646.3
8.67,1.28,15.33,3.21,0.73,41.58,25.48,Wildflower,3431.57,0.82,264.51
9.23,1.77,12.48,7.23,0.75,32.75,42.04,Acacia,9170.79,0.66,356.87
3.37,1.73,14.46,7.02,0.79,35.5,44.23,Clover,3527.67,0.66,138.65
2.83,1.83,13.93,7.29,0.89,31.42,23.92,Sunflower,3603.33,0.66,581.85
6.85,1.25,23.2,5.99,0.74,37.86,35.42,Chestnut,9252.77,0.99,958.87
5.08,1.66,24.51,2.5,0.9,32.49,25.16,Rosemary,7954.85,0.99,748.94
7.82,1.5,17.79,3.3,0.87,24.15,21.34,Eucalyptus,3328.38,1.0,694.53
6.03,1.84,14.34,4.83,0.88,49.03,30.78,Wildflower,2002.95,1.0,321.85
8.58,1.4,18.51,4.14,0.73,42.74,20.98,Sage,7637.5,1.0,926.3
1.47,1.83,15.48,3.82,0.77,45.77,40.63,Sunflower,3851.7,0.8,705.97
8.45,1.76,23.45,4.08,0.77,45.83,20.96,Chestnut,2561.32,0.8,770.22
7.45,1.45,15.56,3.23,0.83,28.9,40.12,Rosemary,3184.45,1.0,754.98
7.71,1.75,15.49,6.29,0.72,35.12,25.11,Sage,5595.91,0.68,631.49
5.47,1.38,16.48,2.53,0.87,43.99,44.96,Blueberry,3470.44,1.0,946.46
3.44,1.42,18.92,4.03,0.83,43.58,36.63,Wildflower,7956.43,1.0,321.85
8.79,1.51,19.08,7.22,0.83,32.88,35.7,Chestnut,3106.57,0.68,658.98
4.26,1.8,23.32,2.65,0.88,38.12,38.34,Manuka,6180.21,0.68,665.85
8.63,1.22,24.74,3.98,0.88,25.52,28.86,Sunflower,5650.51,0.82,728.14
8.66,1.31,12.77,3.67,0.71,47.07,33.37,Buckwheat,2235.7,0.8,544.01
9.75,1.31,15.45,5.79,0.77,39.04,21.02,Wildflower,5368.41,0.66,211.37
9.51,1.83,21.13,6.52,0.77,41.17,32.93,Wildflower,8275.74,0.66,212.98
4.67,1.25,13.8,3.39,0.71,20.84,36.9,Buckwheat,7104.9,0.82,562.51
6.34,1.47,24.7,3.86,0.76,38.75,26.45,Chestnut,7946.67,1.0,966.61
2.66,1.52,17.77,6.49,0.71,34.85,24.27,Sage,8001.7,0.87,802.99
4.59,1.26,24.26,6.72,0.74,49.65,37.59,Sage,6279.34,0.66,612.96
5.72,1.61,22.3,2.99,0.79,31.31,31.51,Eucalyptus,8867.21,0.99,688.96
4.93,1.25,13.51,4.06,0.86,46.46,26.38,Eucalyptus,2206.94,1.0,694.53
4.61,1.36,20.26,3.77,0.88,45.53,44.28,Lavender,2709.92,1.0,603.85
